index;name;sample_name;substance;tested_date;published_date;location;latitude;longitude
0;3008;Yellow Leux;TFMPP;2013-12-13;2013-12-13;San Diego, CA;32.715;-117.257
1;3009;Blue Armani;MDA;2013-12-13;2013-12-13;Albuquerque, NM;35.113;-106.621
2;3010;Blue Circles;MDMA;2013-12-13;2013-12-13;Melrose Park, IL;41.9;-87.856
3;3015;Super Mario;Caffeine;2013-12-24;2013-12-24;San Francisco, CA;37.774;-122.419
4;3016;Gucci;Caffeine;2013-12-24;2013-12-24;San Francisco, CA;37.774;-122.419
5;3017;Airplane;TFMPP;2013-12-24;2013-12-24;San Francisco, CA;37.774;-122.419
6;3018;White Puma;Caffeine;2013-12-24;2013-12-24;San Francisco, CA;37.774;-122.419
7;3019;Gucci;Caffeine;2013-12-24;2013-12-24;San Francisco, CA;37.774;-122.419
8;3022;Green Rolex;Caffeine/MDMA;2013-12-24;2013-12-24;Switzerland;46.818;8.227
9;3024;Yellow Tablet;Tadalafil;2014-01-07;2014-01-07;Montreal, Quebec, Canada;45.501;-73.567
10;3026;White Tablet;Palmitic Acid;2014-01-07;2014-01-07;Richmond, VA;37.54;-77.436
11;3031;Red Mitsubishi;Caffeine/Methamphetamine;2014-01-07;2014-01-07;San Francisco, CA;37.774;-122.419
12;3032;White Lightning Bolt;MDA/Caffeine;2014-01-07;2014-01-07;San Francisco, CA;37.774;-122.419
13;3033;Triangles;MDMA;2015-07-01;2015-07-01;Los Angeles, CA;34.052;-118.243
14;3034;Playboy;MDMA/Caffeine;2014-01-17;2014-01-17;Zurich, Switzerland;46.818;8.227
15;3037;Monopoly Guy;TFMPP/Lidocaine/Dibenzylpiperazine;2014-01-22;2014-01-22;San Francisco, CA;37.774;-122.419
16;3038;Honda;TFMPP/Lidocaine/Dibenzylpiperazine/Methamphetamine;2014-01-22;2014-01-22;San Francisco, CA;37.774;-122.419
17;3039;Pink Man;MBZP/TFMPP;2014-01-22;2014-01-22;San Francisco, CA;37.774;-122.419
18;3041;Green PGP;TFMPP/Diphenhydramine/BZP/Methadone;2014-01-22;2014-01-22;New York, NY  ;40.712;-74.006
19;3050;Puma;MDMA/Methamphetamine;2014-02-02;2014-02-02;San Francisco, CA;37.774;-122.419
20;3052;Star;Caffeine;2014-02-02;2014-02-02;Ireland;53.142;7.692
21;3055;Yellow Tablet;Meloxicam;2014-02-02;2014-02-02;Queens, NY;31.394;-73.769
22;3060;White Tablet;Dexamethasone;2015-02-02;2015-02-02;Queens, NY;31.395;-73.77
23;3061;PP;MDMA/Amphetamines/Caffeine;2014-02-03;2014-02-03;Zurich, Switzerland;46.818;8.227
24;3062;Bitcoin;MDMA/Methylenedioxydimethylamphetamine;2014-01-25;2014-02-03;Zurich, Switzerland;46.818;8.227
25;3063;Triangles;MDMA;2014-01-25;2014-02-03;Zurich, Switzerland  ;46.818;8.227
26;3065;Green Aliens;MDMA/MDA;2014-02-10;2014-02-10;Sacramento, CA  ;38.581;-121.494
27;3066;White Thumbs;MDMA/MDA;2014-02-10;2014-02-10;Sacramento, CA;38.581;-121.494
28;3067;Blue Mac;MDMA/MDA;2014-02-10;2014-02-10;Sacramento, CA;38.581;-121.494
29;3068;Blue Euros;MDMA/MDMA Methylene  homolog/Caffeine/Methamphetamine;2014-02-10;2014-02-10;Sacramento, CA;38.581;-121.494
30;3071;Red Superman;MDMA;2014-02-17;2014-02-17;Netherlands;52.132;5.291
31;3074;Blue Circle;MDMA/Methylsulfonylmethane;2014-02-17;2014-02-17;Chicago, IL;41.878;-87.629
32;3075;Blue Diamonds;MDMA;2014-02-17;2014-02-17;Chicago, IL;41.878;-87.629
33;3076;New York Yankees;Benocyclidine/Caffeine;2014-02-17;2014-02-17;Hartford, CT;41.763;-72.685
34;3078;Mercedes;MDMA;2014-02-20;2014-02-20;Zurich, Switzerland;46.818;8.227
35;3079;Green Android;MDMA;2014-02-20;2014-02-20;Zurich, Switzerland;46.818;8.227
36;3081;Green Tablet;2C-B/Caffeine/MDMA;2014-02-20;2014-02-20;Zurich, Switzerland;46.818;8.227
37;3086;Pink Mortal Kombat;MDMA;2014-02-23;2014-02-23;Glasgow, Scotland;55.864;4.251
38;3087; Red Mortal Kombat  ;MDMA;2014-02-23;2014-02-23;Scotland;56.49;4.202
39;2843; Mortal Kombat 2;MDMA;2013-08-13;2013-08-13;Lanarkshire, Scotland;55.673;3.782
40;2844; Mortal Kombat 1;MDMA;2013-08-13;2013-08-13;Glasgow, Scotland;55.864;4.251
41;3088;Red Cross Tablet;Tramadol;2014-02-23;2014-02-23;Chicago, IL;41.878;-87.629
42;3089;Onax;Ketamine;2014-02-23;2014-02-23;Phillipines;12.879;121.774
43;3092;Yellow Scored Tablet; Melatonin;2014-03-03;2014-03-03;Montreal, Quebec, Canada;45.501;-73.567
44;3095;White Scored Tablet;Codeine/Acetaminophen;2014-03-03;2014-03-03;India;20.593;78.962
45;3096;Football;MDMA/Synthesis Byproducts;2014-03-03;2014-03-03;Los Angeles, CA;34.052;-118.243
46;3097;Blue Mushroom;MDMA;2014-03-03;2014-03-03;Zurich, Switzerland;46.818;8.227
47;3098;Eye of the Pharaoh;2C-B;2014-03-07;2014-03-07;Zurich, Switzerland;46.818;8.227
48;3100;White Tablet;2C-T-2;2014-03-14;2014-03-14;Trinidad, CA;10.691;-61.222
49;3101;Green Guys Tablet;Bromazepam;2014-03-14;2014-03-14;Washington, DC;47.751;-120.74
50;3103;Pink Hello Kitty;Methylone;2014-03-14;2014-03-14;New York, NY;40.712;-74.006
51;3104;Yellow Pac Man;MDMA/Caffeine;2014-03-14;2014-03-14;New York, NY;40.712;-74.006
52;3105;Blue Heart;MDMA/Caffeine;2014-03-14;2014-03-14;New York, NY;40.712;-74.006
53;3106;Blue Playboy; 5-MeO-MIPT;2014-03-14;2014-03-14;New York, NY;40.712;-74.006
54;3111;Modvigil;Modafinil;2014-03-23;2014-03-23;Online, India;20.593;78.962
55;3112;Blue Monster;MDMA/Caffeine;2014-03-23;2014-03-23;San Francisco, CA;37.774;-122.419
56;3117;Domino;MDMA;2014-04-05;2014-04-05;Detroit, MI;42.331;-83.045
57;3118;Clomid;Clomifene;2014-04-05;2014-04-05;Vero Beach, FL;27.638;-80.397
58;3124;Blue Ghost;MDMA;2014-04-07;2014-04-07;Ireland;53.142;7.692
59;3134;White Skull Candy;MDMA/1-(3,4-methylenedioxyphenyl)-2-propanol;2014-04-15;2014-04-15;Los Angeles, CA;34.052;-118.243
60;3140;White Star;5-IAI/Caffeine;2014-04-29;2014-04-29;Denver, CO;39.739;-104.99
61;3142;Playboy Bunny;TFMPP;2014-04-29;2014-04-29;Las Vegas, NV;36.169;-115.139
62;3143;Lime Green Transformer;MDMA/Caffeine;2014-04-29;2014-04-29;San Jose, CA;37.338;-121.886
63;3144;Yellow Page;MBZP/mCPP/Caffeine/TFMPP;2014-04-29;2014-04-29;San Francisco, CA;37.774;-122.419
64;3145;Fioricet MIA 110;Acetaminophen/Butalbital/Caffeine;2014-04-29;2014-04-29;Online, CA;37.774;-122.419
65;3149;Red Monster;MDMA;2014-05-05;2014-05-05;West Hollywood, CA;34.09;-118.361
66;3151;Blue Superman;MDMA;2014-05-05;2014-05-05;Amsterdam, Netherlands;52.37;4.895
67;3153;Square;mCPP/MBZP/Caffeine/TFMPP;2014-05-05;2014-05-05;Sacramento, CA;38.581;-121.494
68;3154;PS4 Play Station;MBZP/mCPP/TFMPP/Caffeine;2014-05-05;2014-05-05;Sacramento, CA;38.581;-121.494
69;3155;PS4 Play Station;MBZP/mCPP/TFMPP/Caffeine;2014-05-05;2014-05-05;Sacramento, CA;38.581;-121.494
70;3158;ALP Oxandralone;Oxandrolone;2014-05-13;2014-05-13;Los Angeles, CA;34.052;-118.243
71;3161;Blue/Purple Lady;MDMA/Procaine;2014-05-13;2014-05-13;Los Angeles, CA;34.052;-118.243
72;3165;White Tablet;Melatonin/Stearic Acid/Palmitic Acid;2014-05-13;2014-05-13;Grapevine;32.934;-97.078
73;3166;Cross Scored Tablet;Diazepam;2014-05-13;2014-05-13;New Jersey;40.058;-74.405
74;3172;Green Apple;MDMA/Caffeine;2014-05-26;2014-05-26;Las Vegas, NV;36.169;-115.139
75;3174;Roxicone 4812;Oxycodone;2014-05-26;2014-05-26;New York, NY;40.712;-74.006
76;3179;Blue Snowflake;Methamphetamine;2014-06-10;2014-06-10;Portland, OR;45.523;-122.676
77;3183;3183  Yellow Wafer;Methaqualone/Diphenhydramine;2014-06-11;2014-06-11;New York, NY;40.712;-74.006
78;3184;Orange LV;TFMPP/BZP/Caffeine;2014-06-11;2014-06-11;New York, NY;40.712;-74.006
79;3185;Yellow Gun;Lorcaserin;2014-06-11;2014-06-11;Unknown, Unknown;40.712;-74.006
80;3187;Valsartan V23/M;Stearic Acid/Palmitic Acid;2014-06-16;2014-06-16;Pittsburg, PA;40.44;-79.995
81;3190;Mercedes;Caffeine/Methamphetamine;2014-06-16;2014-06-16;Houston, TX;29.76;-95.369
82;3191;Altoid Double Stack;bk-MDDMA;2014-06-16;2014-06-16;Boca Raton, FL;26.368;-80.128
83;3192;S White Dreams;Methyltestosterone;2014-06-16;2014-06-16;Clearwater, FL;27.965;-82.8
84;3193;BIosira Anavar;Stanozolol;2014-06-16;2014-06-16;Helsinki, Finland;60.169;24.938
85;3194;White Lightning Bolt;MDA/Caffeine;2014-06-27;2014-06-27;New York, NY;40.712;-74.006
86;3197;White Scored Caplet;Codeine;2014-06-27;2014-06-27;Online, TX;31.968;-99.901
87;3198;Orange Zolpidem;Zolpidem;2014-06-27;2014-06-27;Online, TX;31.968;-99.901
88;3200;Blue Canuck;MDMA;2014-06-27;2014-06-27;San Francisco, CA;37.774;-122.419
89;3202;Yellow Facebook;TFMPP;2014-07-10;2014-07-10;Perth, Western Australia, Australia;-25.274;133.775
90;3204;White Tablet;Tramadol;2014-07-10;2014-07-10;Houston, TX;29.76;-95.369
91;3206;Blue Canuck;MDMA;2014-07-10;2014-07-10;Los Angeles, CA;34.052;-118.243
92;3210;Purple Dolphin;Procaine/MDMA/Caffeine;2014-06-25;2014-07-10;Los Angeles, CA  ;34.052;-118.243
93;3223;Reclining Lady;TFMPP/BZP/Caffeine;2014-07-18;2014-07-18;Palos Verdes, CA;33.744;-118.387
94;3226;Blue Dolphin;Methamphetamine/Caffeine;2014-07-24;2014-07-24;Houston, TX;29.76;-95.369
95;3231;Red Bugatti;MDMA;2014-08-01;2014-08-01;Detroit, MI;42.331;-83.045
96;3234;Peach Caplet;Stearic Acid/Palmitic Acid/Triethyl citrate;2014-08-01;2014-08-01;Milford, DE;41.23;-73.064
97;3242;Blue Androids;MDMA;2014-08-04;2014-08-04;San Francisco, CA;37.774;-122.419
98;3246;Paul Frank;TFMPP/BZP/4-FA;2014-08-17;2014-08-17;Los Angeles, CA;34.052;-118.243
99;3247;Blue Barclay;MDMA;2014-08-17;2014-08-17;Online;29.76;-95.369
100;3248;Blue Barclay;MDMA;2014-08-17;2014-08-17;Online;29.76;-95.369
101;3249;Green Clover;BZP/TFMPP/MDMA;14  -08-17;2014-08-17;Fort McMurray, AB, Canada;56.726;-111.38
102;3250;Blue Dolphin;TFMPP/BZP/MDMA;14  -08-17;2014-08-17;Fort McMurray, AB, Canada;56.726;-111.38
103;3253;Blue Butterfly;MDMA/Caffeine;14  -08-17;2014-08-17;Orange County, CA;33.717;-117.831
104;3255;ALP Cialis;Tadalafil;2014-08-24;2014-08-24;Miami, FL;25.761;-80.191
105;3259;White Tablet;Palmitic Acid/Stearic Acid;2014-08-24;2014-08-24;New York, NY;40.712;-74.006
106;3262;Pink Monster;Ketamine/Caffeine/MDMA;2014-09-09;2014-09-09;Las Vegas, NV;36.169;-115.139
107;3263;White Tablet 477;Metoprolol;2014-09-09;2014-09-09;Satellite Beach, FL;28.176;-80.59
108;3264;Pink Grenade;MDMA;2014-09-09;2014-09-09;Falon, Sweden;60.128;18.643
109;3266;Green Flower;MDMA;2014-09-09;2014-09-09;Los Angeles, CA;34.052;-118.243
110;3269;White Star;MDMA;2014-09-09;2014-09-09;Sacramento, CA;38.581;-121.494
111;3272;AD 30 Ecstasy;Phentermine/Caffeine/Methamphetamine;2014-09-10;2014-09-10;Corpus Christi, TX;27.8;-97.396
112;3275;MOB Tablet;TFMPP;2014-09-10;2014-09-10;Dublin, Ireland;53.349;6.26
113;3278;Green Clamshell;TFMPP/BZP/4-FA/Benocyclidine/Caffeine;2014-09-10;2014-09-10;Dallas, TX;32.776;-96.797
114;3282;Yellow Grenade;MDMA;2014-09-10;2014-09-10;Atlanta, GA;33.749;-84.388
115;3283;Alprazolam;Alprazolam;2014-09-28;2014-09-28;Phillipines;12.879;121.774
116;3288;White Dollar;MDMA;2014-09-28;2014-09-28;Leeds, England, United Kingdom;53.8;-1.549
117;3289;ALP;Oxandrolone;2014-09-28;2014-09-28;Online;53.8;-1.549
118;3291;WB Warner Brothers; MDMA;2014-09-28;2014-09-28;Los Angeles, CA;34.052;-118.243
119;3292;Blue Bugatti;MDMA;2014-09-28;2014-09-28;Los Angeles, CA;34.052;-118.243
120;3295;Red Monkey;MDMA/Caffeine;2014-09-28;2014-09-28;Phoenix, AZ;33.448;-112.074
121;3299;Blue Warner Brothers;MDMA;2014-10-13;2014-10-13;Las Vegas, NV;36.169;-115.139
122;3300;3300  Purple Crown;MDMA/Caffeine;2014-10-13;2014-10-13;Las Vegas, NV;36.169;-115.139
123;3303;White Domino;MDMA;2014-10-13;2014-10-13;Los Angeles, CA;34.052;-118.243
124;3304;Purple Battery;MDMA;2014-10-13;2014-10-13;Los Angeles, CA;34.052;-118.243
125;3307;Blue Bugatti;MDMA;2014-10-13;2014-10-13;San Francisco, CA;37.774;-122.419
126;3310;Xanax Bar;Alprazolam;2014-10-13;2014-10-13;Dallas, TX;32.776;-96.797
127;3312;Blue Star;Methamphetamine/Acetaminophen/MDMA;2014-10-13;2014-10-13;Boston, MA;42.36;-71.058
128;3316;Pink Superman;MDMA;2014-10-14;2014-10-14;Palm Springs, CA;33.83;-116.545
129;3326;Blue Ghost;MDMA;2014-10-21;2014-10-21;Online;33.83;-116.545
130;3327;White Dragon;Nimesulide;2014-10-21;2014-10-21;Miami, FL;25.761;-80.191
131;3328;Ritalin CIBA AB;Methylphenidate;2014-10-21;2014-10-21;AR;35.201;-91.831
132;3330;Lightning Bolt;MDA/Caffeine;2014-10-21;2014-10-21;Los Angeles, CA;34.052;-118.243
133;3336;Blue Superman;MDMA/Caffeine;14  -10-28;2014-10-28;Arcadia, CA;34.139;-118.035
134;3337;Purple Voacanga;5-MeO-DALT/Ethylphenidate/Methiopropamine;2014-10-28;2014-10-28;San Francisco, CA;37.774;-122.419
135;3338;Green Oxycontin;Etoricoxib;2014-10-28;2014-10-28;Online;37.774;-122.419
136;3343;Dark Star;MDPBP;2014-11-03;2014-11-03;Phoenix, AZ;33.448;-112.074
137;3344;Roxicodone;Oxycodone;2014-11-03;2014-11-03;San Diego, CA;32.715;-117.161
138;3349;Tan Rolex;MDA/Caffeine;2014-11-03;2014-11-03;Seattle, WA;47.606;-122.332
139;3360;Red Smiley Face;MDA;2014-11-30;2014-11-30;New York, NY;40.712;-74.006
140;3362;Louis Vuitton;MDA/Caffeine;2014-11-30;2014-11-30;Seattle, WA;47.606;-122.332
141;3363;Codeine Caplet;Acetaminophen/Chlorzoxazone;2014-11-30;2014-11-30;Santa Monica, CA, India;34.019;-118.491
142;3371;Blue Armani Exchange;MDA/Caffeine;2014-11-30;2014-11-30;New York, NY;40.712;-74.006
143;3372;Cenforce-25;Palmitic Acid/Stearic Acid/Phthalates/Sildenafil;2014-11-30;2014-11-30;Online;40.712;-74.006
144;3373;Nizagara;Stearic Acid/Diclofenac/Palmitic Acid/Sildenafil/Acetaminophen;2014-11-30;2014-11-30;Online, CA;37.774;-122.419
145;3386;Pink Inc;Alprazolam;2014-12-07;2014-12-07;Fort Walton, FL;30.42;-86.617
146;3387;Lil Green Pill;Alprazolam;2014-12-07;2014-12-07;Fort Walton, FL;30.42;-86.617
147;3388;Big Blue Mix;Alprazolam;2014-12-07;2014-12-07;Fort Walton, FL;30.42;-86.617
148;3389;ALP Dianabol;Methandrostenolone;2014-12-07;2014-12-07;Miami, FL;25.761;-80.191
149;3390;ALP Anadrol;Oxymetholone;2014-12-07;2014-12-07;Miami, FL;25.761;-80.191
150;3391;Lets Fuck;MDMA;2014-12-15;2014-12-15;Tampere, Finland;61.924;25.748
151;3392;Green Adidas;MDMA/Caffeine;2014-12-15;2014-12-15;Indianapolis, IN;39.768;-86.158
152;3393;Blue Tablet A;Acetaminophen;2014-12-16;2014-12-16;Santa Rosa, CA;38.44;-122.714
153;3395;Pink Playboy Bunny;MDMA;2015-12-16;2015-12-16;Huntington Beach, FL;33.659;-117.998
154;3398;Green Facebook;MDMA;2014-12-16;2014-12-16;New York, NY;40.712;-74.006
155;3405;Blue Bitcoin;MDMA/Caffeine;2014-12-23;2014-12-23;San Francisco, CA;37.774;-122.419
156;3406;Yellow Rolex;MDA;2014-12-23;2014-12-23;Seattle, WA;47.606;-122.332
157;3408;Blue One;Methamphetamine;2014-12-23;2014-12-23;Philadelphia, PA;39.952;-75.165
158;3411;Apple;2C-B;2014-12-24;2014-12-24;Mexico City, Mexico;19.432;-99.133
159;3412;Molly 10;Atropine;2014-12-28;2014-12-31;Philadelphia, PA;39.952;-75.165
160;3418;Blue Pacman Ghost;5- or 6-MAPB/5-EAPB;2015-01-08;2015-01-08;Miami, FL;25.761;-80.191
161;3419;Norco;Acetaminophen;2015-01-08;2015-01-08;Ghaziabad, India;20.593;78.962
162;3423;Pacman;MDA;2015-01-08;2015-01-08;New Jersey;40.058;-74.405
163;3427;MDA Pacman;MDA;2015-01-12;2015-01-12;New York, NY;40.712;-74.006
164;3428;MDA Pacman;MDA;2015-01-12;2015-01-12;New York, NY;40.712;-74.006
165;3431;Unknown Tablet;Methylone/alpha-PVP;2015-01-12;2015-01-12;Wellington, New Zealand;-40.9;174.886
166;3436;Rohypnol 615;Flunitrazepam;2015-01-12;2015-01-12;Online, Germany;51.165;10.451
167;3437;Summer Strawberry;MDMA;2015-01-12;2015-01-12;Boston, MA;42.36;-71.058
168;3438;Yellow Superman;MDMA;2015-01-12;2015-01-12;Minneapolis, MN;44.977;-93.265
169;3442;Green Armani Exchange;MDA/Caffeine;2015-02-09;2015-02-09;Playa Del Camen, Quintana Roo, Mexico;20.629;-87.073
170;3443;Purple Chanel;MDMA/Methylsulfonylmethane;2015-02-09;2015-02-09;San Francisco, CA;37.774;-122.419
171;3444;Lightning Bolt;Caffeine/MDA;2015-02-09;2015-02-09;Altoona, PA;40.518;-78.394
172;3445;Purple X;Acetaminophen/Oxycodone;2015-02-09;2015-02-09;San Francisco, CA;37.774;-122.419
173;3449;Watson 853;Tramadol/Acetaminophen;2015-02-09;2015-02-09;Lemon Grove, CA;32.742;-117.031
174;3455;Blue Ghost;MDMA;2015-02-09;2015-02-09;Los Angeles, CA;34.052;-118.243
175;3461;Super Powerpill;MDMA;2015-02-09;2015-02-09;Online;34.052;-118.243
176;3462;Blue Monster;MDMA;2015-02-09;2015-02-09;Honolulu, HI;21.306;-157.858
177;3468;Xanax Tablet;None Detected;2015-02-09;2015-02-09;Online;21.306;-157.858
178;3469;Ecstasy Tablet;Oxandrolone;2015-02-09;2015-02-09;Online, MA;42.407;-71.382
179;3470;Lisinopril 40;Mannitol/Stearic Acid/Palmitic Acid;2015-02-10;2015-02-10;Port Orange, FL;29.138;-80.995
180;3471;Adderall 30;Caffeine/Phentermine/Methamphetamine;2015-02-10;2015-02-10;Philadelphia, PA;39.952;-75.165
181;3476;ETH Tablet;Fentanyl;2015-02-21;2015-02-21;San Jose, CA;37.338;-121.886
182;3477;A 215;Oxycodone;2015-02-21;2015-02-21;Chula Vista, CA;32.64;-117.084
183;3478;Watson 932;Methadone;2015-02-21;2015-02-21;Chula Vista, CA;32.64;-117.084
184;3480;PInk Lady;Methamphetamine;2015-02-21;2015-02-21;Boise, ID;43.618;-116.214
185;3489;Orange Tramadol;Tramadol;2015-02-28;2015-02-28;Online, MO;37.964;-918.318
186;3493;Unknown Tivo;None Detected;2015-02-28;2015-02-28;Magnolia, TX;47.639;-122.399
187;3495;Yellow Superman;Caffeine/Benocyclidine;2015-02-28;2015-02-28;Boynton Beach, FL;26.531;-80.09
188;3496;Red Monkey;Caffeine/Benocyclidine;2015-02-28;2015-02-28;Boynton Beach, FL;26.531;-80.09
189;3500;Adderall 30;Caffeine/Phentermine/Methamphetamine;2015-03-03;2015-03-03;Online, CA;37.774;-122.419
190;3502;White Caplet M367;Acetaminophen/Hydrocodone;2015-03-03;2015-03-03;San Diego, CA;32.715;-117.161
191;3503;Yellow UPS;MDMA;2015-03-10;2015-03-10;New York, NY;40.712;-74.006
192;3504;  Green Playboy;Methamphetamine/Caffeine/Ethylone;2015-03-10;2015-03-10;Austin, TX;30.267;-97.743
193;3508;White Triangular Tablet;Butyrfentanyl;2015-03-10;2015-03-10;Atlanta, GA;33.749;-84.388
194;3510;Gold Bar;MDMA;2015-03-10;2015-03-10;Tempe, AZ;33.425;-111.94
195;3511;Blue Tulips;TFMPP/Lidocaine;2015-03-10;2015-03-10;Oakland, CA;37.804;-122.271
196;3521;Yellow UPS;MDMA;2015-03-23;2015-03-23;Online, CA;37.804;-122.271
197;3527;Alprazolam Bar;Alprazolam;2015-03-24;2015-03-24;Online, MO;37.964;-91.831
198;3534;ALP Anastrozole;Acetaminophen;2015-03-24;2015-03-24;Santa Clarita, CA;34.391;-118.542
199;3537;Super P-Force;Sildenafil/Desmethylprodine;2015-03-25;2015-03-25;Online, CA;34.391;-118.542
200;3548;Bugatti;MDMA;2015-03-25;2015-03-25;Yakima, WA;46.602;-120.505
201;3551;Hydrocodone 3601;Hydrocodone/Acetaminophen;2015-03-30;2015-03-30;Canton, OH;23.129;-113.264
202;3552;Bluegreen Ecstasy Tablet;2C-B;2015-03-30;2015-03-30;Arcata, CA;40.866;-124.082
203;3558;Tesla;MDMA;2015-04-06;2015-04-06;Unknown;40.866;-124.082
204;3565;Proviron;Mesterolone;2015-04-17;2015-04-17;New York, NY;40.712;-74.006
205;3566;Stanzolol;Stanozolol;2015-04-17;2015-04-17;New York, NY;40.712;-74.006
206;3567;Letrozole;Letrozole;2015-04-17;2015-04-17;New York, NY;40.712;-74.006
207;3568;Generic Viagra;Sildenafil/Tadalafil;2015-04-18;2015-04-18;New York, NY;40.712;-74.006
208;3569;Clomid;Clomifene;2015-04-21;2015-04-21;New York, NY;40.712;-74.006
209;3570;Orange Bull;Methamphetamine/Caffeine/Ethylone;2015-04-21;2015-04-21;Austin, TX;30.267;-97.743
210;3571;Armidex;Anastrozole;2015-04-21;2015-04-21;London, England, United Kingdom;51.507;-1.174
211;3584;Green Android;MDMA;2015-04-29;2015-04-29;St. Louis, MO;38.627;-90.199
212;3589;Orange Tesla;MDMA;2015-05-05;2015-05-05;Online, CA;34.391;-118.542
213;3594;Blue Givenchy;MDMA/Methylone;2015-05-05;2015-05-05;San Francisco, CA;37.774;-122.419
214;3596;Yellow American Eagle;MDMA;2015-05-05;2015-05-05;San Diego, CA;32.715;-117.161
215;3599;ALP Tablet;Oxandrolone;2015-05-05;2015-05-05;Tampa, FL;27.95;-82.457
216;3613;Green Eagles;Caffeine/MDA;2015-05-15;2015-05-15;Seattle, WA;47.606;-122.332
217;3614;Red Paul Frank;MDA/Caffeine;2015-05-15;2015-05-15;Seattle, WA;47.606;-122.332
218;3616;Green Grenade;MDMA;2015-05-15;2015-05-15;Dublin, Ireland;53.349;-6.26
219;3617;White Lightening;Caffeine/MDA;2015-05-15;2015-05-15;Santa Rosa, CA;38.44;-122.714
220;3620;Purple Magnet;MDMA;2015-05-20;2015-05-20;Online, CA;38.44;-122.714
221;3621;Red UPS;MDMA;2015-05-20;2015-05-20;Online, CA;38.44;-122.714
222;3629;Bentley;MDMA;2015-05-21;2015-05-21;Online, CA;38.44;-122.714
223;3630;Yellow Magnet;MDMA;2015-05-21;2015-05-21;Online, CA;38.44;-122.714
224;3631;Yellow Lamborghini;MDMA;2015-05-21;2015-05-21;Online, CA;38.44;-122.714
225;3632;Fake Xanax;TFMPP;2015-05-21;2015-05-21;Houston, TX;29.76;-95.369
226;3633;Yellow Acetaminophen;Palmitic Acid/Stearic Acid;2015-06-03;2015-06-04;Alexandria, MN;31.2;29.918
227;3634;Warner Brothers WB;MDMA;2015-06-03;2015-06-04;Chicago, IL;41.878;-87.629
228;3640;Blue Ghost;MDMA;2015-06-03;2015-06-04;Dublin, Ireland;53.349;-6.26
229;3641;UPS;MDMA;2015-06-03;2015-06-04;Dublin, Ireland;53.349;-6.26
230;3642;Domino;MDMA;2015-06-03;2015-06-04;Dublin, Ireland;53.349;-6.26
231;3652;Speed Tablet;5-MeO-DALT/Methylphenidate/Methiopropamine;2015-06-16;2015-06-16;Atlanta, GA;33.749;-84.388
232;3654;Bones Domino;MDMA;2015-06-16;2015-06-16;Boston, MA;42.36;-71.058
